precio,expensas,direccion,superficie,dormitorios,banos,antiguedad,ambientes,fuente,ciudad,valor_total,superficie_imputada,precio_m2,superficie_rango,banos_imputado
600000.0,88000.0,"Av Duarte Quiros 4300, Piso PB",90,3,2,40,,argenprop,Cordoba,688000,False,6666.67,"(71.0, 300.0]",True
450000.0,130000.0,Av. Sagrada familia 400,40,1,1,,,argenprop,Cordoba,580000,False,11250.0,"(22.999, 42.0]",True
400000.0,90000.0,"Bv Illia 500, Piso 1",40,1,1,15,,argenprop,Cordoba,490000,False,10000.0,"(22.999, 42.0]",True
520000.0,78000.0,"General Paz 1900, Piso 2",46,1,1,,,argenprop,Cordoba,598000,True,11304.35,"(42.0, 53.5]",False
530000.0,60000.0,"San Jeronimo 300, Piso 7",40,2,1,,,argenprop,Cordoba,590000,False,13250.0,"(22.999, 42.0]",False
750000.0,150000.0,"San Lorenzo 100, Piso 8",85,2,2,15,,argenprop,Cordoba,900000,False,8823.53,"(71.0, 300.0]",True
330000.0,55000.0,"Vieytes 200, Piso 1",45,1,1,23,,argenprop,Cordoba,385000,False,7333.33,"(42.0, 53.5]",True
450000.0,50000.0,"Independencia 1400, Piso 2",48,1,1,22,,argenprop,Cordoba,500000,False,9375.0,"(42.0, 53.5]",True
300000.0,0.0,"Avenida Leandro N. Alem 900, Piso PB",30,,,,,argenprop,Cordoba,300000,False,10000.0,"(22.999, 42.0]",False
500000.0,115000.0,"HILARIO FERNANDEZ 100, Piso 2",46,1,1,,2,argenprop,Cordoba,615000,True,10869.57,"(42.0, 53.5]",False
550000.0,0.0,"Ituzaingo 400, Piso 3",46,1,1,,2,argenprop,Cordoba,550000,True,11956.52,"(42.0, 53.5]",False
500000.0,95000.0,"Bv Chacabuco 500, Piso 3",46,1,1,10,,argenprop,Cordoba,595000,False,10869.57,"(42.0, 53.5]",True
550000.0,160000.0,"Fructuoso Rivera 400, Piso 1",40,1,1,8,,argenprop,Cordoba,710000,False,13750.0,"(22.999, 42.0]",True
600000.0,30000.0,PADRE LUIS GALEANO 900,45,1,1,,,argenprop,Cordoba,630000,False,13333.33,"(42.0, 53.5]",True
1000000.0,300000.0,NAPOLES 500,95,2,2,1,,argenprop,Cordoba,1300000,False,10526.32,"(71.0, 300.0]",True
1666600.0,0.0,NEPER 5300,150,2,2,,,argenprop,Cordoba,1666600,False,11110.67,"(71.0, 300.0]",False
750000.0,0.0,27 de Abril 900,80,2,2,30,,argenprop,Cordoba,750000,False,9375.0,"(71.0, 300.0]",True
550000.0,0.0,"AV.ESTRADA 100, Piso 3",50,1,1,,2,argenprop,Cordoba,550000,False,11000.0,"(42.0, 53.5]",True
500000.0,45000.0,Obispo Salguero 100,58,2,1,,3,argenprop,Cordoba,545000,True,8620.69,"(53.5, 71.0]",False
600000.0,50000.0,MARCELO T DE ALVEAR 900,87,3,2,,4,argenprop,Cordoba,650000,True,6896.55,"(71.0, 300.0]",False
640000.0,110000.0,"M Fragueiro 300, Piso 8",55,2,1,42,,argenprop,Cordoba,750000,False,11636.36,"(53.5, 71.0]",True
440000.0,70000.0,"Chacabuco 400, Piso 4",40,1,1,,,argenprop,Cordoba,510000,False,11000.0,"(22.999, 42.0]",False
400000.0,70000.0,Tucumán 400,50,1,1,9,,argenprop,Cordoba,470000,False,8000.0,"(42.0, 53.5]",True
550000.0,0.0,"OB SALGUERO 600, Piso 6",55,1,1,,,argenprop,Cordoba,550000,False,10000.0,"(53.5, 71.0]",True
400000.0,36000.0,"Miguel de cervantes 200, Piso 4",39,1,1,9,,argenprop,Cordoba,436000,False,10256.41,"(22.999, 42.0]",True
420000.0,124000.0,"24 de septiembre 1500, Piso 5",45,1,1,10,,argenprop,Cordoba,544000,False,9333.33,"(42.0, 53.5]",True
450000.0,90000.0,"Lima 1900, Piso 5",50,1,1,15,,argenprop,Cordoba,540000,False,9000.0,"(42.0, 53.5]",True
430000.0,0.0,"Belgrano 400, Piso 11",42,1,1,,,argenprop,Cordoba,430000,False,10238.1,"(22.999, 42.0]",False
850000.0,70000.0,"David Luque 1000, Piso 4",88,2,2,,4,argenprop,Cordoba,920000,True,9659.09,"(71.0, 300.0]",False
310000.0,36000.0,"Paraguay 100, Piso 1",35,1,1,,,argenprop,Cordoba,346000,False,8857.14,"(22.999, 42.0]",False
590000.0,120000.0,"Jacinto Rios 200, Piso 2",47,1,1,5,,argenprop,Cordoba,710000,False,12553.19,"(42.0, 53.5]",True
450000.0,97000.0,"Duarte Quirós 4900, Piso 4",40,1,1,15,,argenprop,Cordoba,547000,False,11250.0,"(22.999, 42.0]",True
400000.0,0.0,"ENFERMERA CLERMONT 300, Piso 3",46,1,1,15,,argenprop,Cordoba,400000,True,8695.65,"(42.0, 53.5]",False
270000.0,78000.0,Arturo Orgaz 258,30,1,1,27,,argenprop,Cordoba,348000,False,9000.0,"(22.999, 42.0]",True
600000.0,112000.0,"Bv San Juan 700, Piso 10",45,1,1,25,,argenprop,Cordoba,712000,False,13333.33,"(42.0, 53.5]",True
550000.0,105000.0,"Independencia 300, Piso 7",45,1,1,12,,argenprop,Cordoba,655000,False,12222.22,"(42.0, 53.5]",True
1300000.0,250000.0,"Colon 400, Piso 11",25,2,1,30,,argenprop,Cordoba,1550000,False,52000.0,"(22.999, 42.0]",True
2000000.0,760000.0,"Obispo Salguero 800, Piso 8",280,3,2,12,,argenprop,Cordoba,2760000,False,7142.86,"(71.0, 300.0]",True
800000.0,0.0,"Av. Pujol 1900, Piso 1",87,3,2,,4,argenprop,Corrientes,800000,True,9195.4,"(71.0, 300.0]",False
400000.0,0.0,Belgrano 2400,38,1,1,6,,argenprop,Corrientes,400000,False,10526.32,"(22.999, 42.0]",True
280000.0,0.0,Av. independencia 4800,58,2,1,,3,argenprop,Corrientes,280000,True,4827.59,"(53.5, 71.0]",False
300000.0,0.0,"Las Heras 1200, Piso 3",46,1,1,,2,argenprop,Corrientes,300000,True,6521.74,"(42.0, 53.5]",False
700000.0,120000.0,Cacique Mariano Rosas 100,79,2,2,25,,argenprop,La Pampa,820000,False,8860.76,"(71.0, 300.0]",True
620000.0,30000.0,Calle La Chilladora 100,60,2,1,42,,argenprop,La Pampa,650000,False,10333.33,"(53.5, 71.0]",True
650000.0,0.0,Nicolás Avellaneda 400,63,2,1,,,argenprop,Mendoza,650000,False,10317.46,"(53.5, 71.0]",False
1153800.0,0.0,MARTINEZ DE ROSAS 45 100,90,2,2,,5,argenprop,Mendoza,1153800,False,12820.0,"(71.0, 300.0]",True
850000.0,0.0,F J Moyano 1400,87,3,2,,,argenprop,Mendoza,850000,True,9770.11,"(71.0, 300.0]",False
800000.0,0.0,Montevideo 600,80,3,1,,,argenprop,Mendoza,800000,True,10000.0,"(71.0, 300.0]",False
833300.0,0.0,Boulogne Sur Mer 1300,46,1,1,,,argenprop,Mendoza,833300,True,18115.22,"(42.0, 53.5]",False
300000.0,0.0,General Paz 400,46,1,1,,,argenprop,Mendoza,300000,True,6521.74,"(42.0, 53.5]",False
850000.0,0.0,NICOLAS AVELLANEDA 500,100,3,3,,,argenprop,Mendoza,850000,True,8500.0,"(71.0, 300.0]",False
550000.0,0.0,Avenida Bartolomé Mitre 700,46,1,1,,,argenprop,Mendoza,550000,True,11956.52,"(42.0, 53.5]",False
430000.0,15000.0,"Jose Federico Moreno 1100, Piso PB",80,1,,45,,argenprop,Mendoza,445000,False,5375.0,"(71.0, 300.0]",True
590000.0,39000.0,"OLASCOAGA , Piso PB",75,2,2,20,,argenprop,Mendoza,629000,False,7866.67,"(71.0, 300.0]",True
350000.0,45000.0,Patricias Mendocinas Y PEDRO MOLINA,46,1,1,,,argenprop,Mendoza,395000,True,7608.7,"(42.0, 53.5]",False
420000.0,50000.0,Avenida España 900,40,1,1,45,,argenprop,Mendoza,470000,False,10500.0,"(22.999, 42.0]",True
470000.0,45000.0,"9 de julio 300, Piso 2",79,3,1,,,argenprop,Mendoza,515000,False,5949.37,"(71.0, 300.0]",False
650000.0,45000.0,"9 DE JULIO  Y PEATONAL, CIUDAD",60,2,1,15,,argenprop,Mendoza,695000,False,10833.33,"(53.5, 71.0]",True
800000.0,0.0,Granaderos y Lamadrid,90,2,2,20,,argenprop,Mendoza,800000,False,8888.89,"(71.0, 300.0]",True
350000.0,60000.0,BUENOS AIRES,45,1,1,30,,argenprop,Mendoza,410000,False,7777.78,"(42.0, 53.5]",True
320000.0,9500.0,Joaquin V Gonzalez 100,26,,,20,,argenprop,Mendoza,329500,False,12307.69,"(22.999, 42.0]",False
1538400.0,0.0,MARIANO MORENO 555 TORRES LELOIR,75,1,,0,,argenprop,Mendoza,1538400,False,20512.0,"(71.0, 300.0]",True
1923000.0,180000.0,MARIANO MORENO,98,2,2,0,,argenprop,Mendoza,2103000,False,19622.45,"(71.0, 300.0]",True
420000.0,0.0,"Cayetano Silva 2200, Piso 1",65,2,1,,,argenprop,Mendoza,420000,False,6461.54,"(53.5, 71.0]",False
1100000.0,130000.0,"RUFINO ORTEGA, QUINTA SECCIÓN",70,2,1,1,,argenprop,Mendoza,1230000,False,15714.29,"(53.5, 71.0]",True
450000.0,0.0,LA RIOJA,45,1,1,7,,argenprop,Mendoza,450000,False,10000.0,"(42.0, 53.5]",True
400000.0,70000.0,Edificio Emperador 1. calle Buenos Aires 428,30,1,1,15,,argenprop,Mendoza,470000,False,13333.33,"(22.999, 42.0]",True
1150000.0,0.0,"Francisco Moyano ,sexta sección",120,3,2,10,,argenprop,Mendoza,1150000,False,9583.33,"(71.0, 300.0]",True
350000.0,0.0,"CALLE NOTTI,FRENTE AL DALVIAN",45,1,1,10,,argenprop,Mendoza,350000,False,7777.78,"(42.0, 53.5]",True
430000.0,42000.0,TAPON MOYANO,79,2,2,0,,argenprop,Mendoza,472000,False,5443.04,"(71.0, 300.0]",True
833300.0,95000.0,Patricias Mendocinas,65,2,1,10,,argenprop,Mendoza,928300,False,12820.0,"(53.5, 71.0]",True
897400.0,0.0,Avenida Colón 700,70,2,1,25,,argenprop,Mendoza,897400,False,12820.0,"(53.5, 71.0]",True
1858900.0,50000.0,Avenida España 700,220,3,2,45,,argenprop,Mendoza,1908900,False,8449.55,"(71.0, 300.0]",True
1270000.0,0.0,"Paso de los Andes 200, Piso 0",70,2,1,2025,,argenprop,Mendoza,1270000,False,18142.86,"(53.5, 71.0]",True
1153800.0,0.0,"Necochea 473, Mendoza, 100",95,3,2,8,,argenprop,Mendoza,1153800,False,12145.26,"(71.0, 300.0]",True
560000.0,92000.0,Mitre 700,50,1,1,,,argenprop,Mendoza,652000,False,11200.0,"(42.0, 53.5]",False
550000.0,0.0,"PATRICIAS MENDOCINAS , Piso 2",120,3,2,2025,,argenprop,Mendoza,550000,False,4583.33,"(71.0, 300.0]",True
800000.0,0.0,"Av.Mitre 1700, Piso 0",127,2,2,2025,,argenprop,Mendoza,800000,False,6299.21,"(71.0, 300.0]",True
1025600.0,108000.0,AVENIDA MITRE 700,84,2,2,21,,argenprop,Mendoza,1133600,False,12209.52,"(71.0, 300.0]",True
430000.0,100000.0,Chacabuco 400,80,3,1,,,argenprop,Mendoza,530000,False,5375.0,"(71.0, 300.0]",False
1089700.0,218000.0,BARRIO DALVIAN 100,60,1,1,2,,argenprop,Mendoza,1307700,False,18161.67,"(53.5, 71.0]",True
900000.0,97000.0,"PUEYRREDON 300, Piso 0",75,2,2,2025,,argenprop,Mendoza,997000,False,12000.0,"(71.0, 300.0]",True
730000.0,60000.0,Gutierrez 700,54,2,1,39,,argenprop,Mendoza,790000,False,13518.52,"(53.5, 71.0]",True
580000.0,45000.0,Montevideo 100,75,2,2,45,,argenprop,Mendoza,625000,False,7733.33,"(71.0, 300.0]",True
380000.0,0.0,Patricias Mendocinas 1200,24,1,1,47,,argenprop,Mendoza,380000,False,15833.33,"(22.999, 42.0]",True
590000.0,0.0,"Doctor Agustín Mazza 1700, Piso 0",60,1,1,2025,,argenprop,Mendoza,590000,False,9833.33,"(53.5, 71.0]",True
700000.0,77000.0,Joaquín V. González 600,75,2,2,8,,argenprop,Mendoza,777000,False,9333.33,"(71.0, 300.0]",True
600000.0,120000.0,Avenida Godoy Cruz 500,77,1,,6,,argenprop,Mendoza,720000,False,7792.21,"(71.0, 300.0]",True
450000.0,59500.0,Avenida España 900,36,,1,10,,argenprop,Mendoza,509500,False,12500.0,"(22.999, 42.0]",False
550000.0,28000.0,San Lorenzo 300,70,2,1,35,,argenprop,Mendoza,578000,False,7857.14,"(53.5, 71.0]",True
1282000.0,200000.0,Francisco J. Moyano 1500,83,2,2,19,,argenprop,Mendoza,1482000,False,15445.78,"(71.0, 300.0]",True
900000.0,0.0,Paso de los andes 600,111,3,2,19,,argenprop,Mendoza,900000,False,8108.11,"(71.0, 300.0]",True
750000.0,30000.0,Roque Sáenz Peña 700,65,2,1,12,,argenprop,Mendoza,780000,False,11538.46,"(53.5, 71.0]",True
1282000.0,110000.0,Necochea 400,120,3,2,15,,argenprop,Mendoza,1392000,False,10683.33,"(71.0, 300.0]",True
700000.0,220000.0,"Junin 2000, Piso 9",93,3,2,,,argenprop,Misiones,920000,False,7526.88,"(71.0, 300.0]",False
700000.0,0.0,"FELIX DE AZARA 2000, Piso 6",63,2,2,,,argenprop,Misiones,700000,False,11111.11,"(53.5, 71.0]",False
620000.0,0.0,"Ramón Lista 1100, Piso 4",42,1,1,,,argenprop,Misiones,620000,False,14761.9,"(22.999, 42.0]",False
400000.0,120000.0,"Alvear , Piso 6",42,1,1,,2,argenprop,Misiones,520000,False,9523.81,"(22.999, 42.0]",True
570000.0,0.0,"Ramón Lista 1100, Piso 3",37,1,1,,,argenprop,Misiones,570000,False,15405.41,"(22.999, 42.0]",False
700000.0,0.0,"Beato Roque González 800, Piso 19",46,1,1,,2,argenprop,Misiones,700000,True,15217.39,"(42.0, 53.5]",False
800000.0,0.0,"Depto. de 2 dormitorios, con cochera Edificio Puerta de Alcalá 21D",97,1,,0,,argenprop,Misiones,800000,False,8247.42,"(71.0, 300.0]",True
680000.0,0.0,"Departamento de 1 dormitorio amoblado, Posadas",46,1,1,0,,argenprop,Misiones,680000,True,14782.61,"(42.0, 53.5]",False
350000.0,0.0,Av. Uruguay y Av. Buchardo,60,1,1,0,,argenprop,Misiones,350000,False,5833.33,"(53.5, 71.0]",True
1200000.0,0.0,"Beato Roque González 800, Piso 9",105,2,3,,,argenprop,Misiones,1200000,False,11428.57,"(71.0, 300.0]",False
900000.0,0.0,"Beato Roque González 800, Piso 12",65,1,1,,,argenprop,Misiones,900000,False,13846.15,"(53.5, 71.0]",False
2500000.0,0.0,"Colon 1300, Piso 15",300,5,5,10,,argenprop,Misiones,2500000,True,8333.33,"(71.0, 300.0]",False
300000.0,0.0,Av. Lopez y Planes y Vivanco,60,2,1,10,,argenprop,Misiones,300000,False,5000.0,"(53.5, 71.0]",True
920000.0,0.0,"Beato Roque González 800, Piso 13",65,1,1,,,argenprop,Misiones,920000,False,14153.85,"(53.5, 71.0]",False
920000.0,0.0,"Beato Roque González 800, Piso 14",65,1,1,,,argenprop,Misiones,920000,False,14153.85,"(53.5, 71.0]",False
390000.0,0.0,Av. Francisco de Haro y Ambrosetti,65,1,1,0,,argenprop,Misiones,390000,False,6000.0,"(53.5, 71.0]",True
700000.0,0.0,"Beato Roque González 800, Piso 13",46,1,1,,2,argenprop,Misiones,700000,True,15217.39,"(42.0, 53.5]",False
1800000.0,300000.0,Departamento de 3 dormitorios amoblado,87,3,2,0,,argenprop,Misiones,2100000,True,20689.66,"(71.0, 300.0]",False
800000.0,0.0,"Junin 1800, Piso 10",88,2,2,,3,argenprop,Misiones,800000,True,9090.91,"(71.0, 300.0]",False
1190000.0,0.0,"San Martín 2100, Piso 14",104,2,3,,3,argenprop,Misiones,1190000,True,11442.31,"(71.0, 300.0]",False
900000.0,80000.0,Av. Tambor de Tacuarí y Lavalle,70,3,2,0,,argenprop,Misiones,980000,False,12857.14,"(53.5, 71.0]",True
500000.0,0.0,"Roque Gonzalez 1000, Piso 1",40,1,1,,,argenprop,Misiones,500000,False,12500.0,"(22.999, 42.0]",False
700000.0,0.0,Edif. Alba I,95,2,2,0,,argenprop,Misiones,700000,False,7368.42,"(71.0, 300.0]",True
590000.0,0.0,"Ramón Lista 1100, Piso 2",42,1,1,,,argenprop,Misiones,590000,False,14047.62,"(22.999, 42.0]",False
497000.0,0.0,"Ramón Lista 1100, Piso 3",29,1,1,,,argenprop,Misiones,497000,False,17137.93,"(22.999, 42.0]",False
473000.0,0.0,"Ramón Lista 1100, Piso 3",27,1,1,,,argenprop,Misiones,473000,False,17518.52,"(22.999, 42.0]",False
605000.0,0.0,"Ramón Lista 1100, Piso 3",42,1,1,,,argenprop,Misiones,605000,False,14404.76,"(22.999, 42.0]",False
500000.0,0.0,"Bustamante 3000, Piso 1",60,2,1,5,,argenprop,Misiones,500000,False,8333.33,"(53.5, 71.0]",True
350000.0,0.0,San Marcos y Francia,30,,1,0,,argenprop,Misiones,350000,False,11666.67,"(22.999, 42.0]",False
500000.0,0.0,Herrera,40,1,1,0,,argenprop,Misiones,500000,False,12500.0,"(22.999, 42.0]",True
490000.0,80000.0,Departamento de 2 dormitorios céntrico,60,2,1,0,,argenprop,Misiones,570000,False,8166.67,"(53.5, 71.0]",True
800000.0,0.0,"Junin 1800, Piso 7",88,2,2,,3,argenprop,Misiones,800000,True,9090.91,"(71.0, 300.0]",False
950000.0,0.0,"Beato Roque González 800, Piso 15",65,1,1,,,argenprop,Misiones,950000,False,14615.38,"(53.5, 71.0]",False
1100000.0,0.0,"Beato Roque González 800, Piso 6",105,2,3,,,argenprop,Misiones,1100000,False,10476.19,"(71.0, 300.0]",False
1200000.0,0.0,"Beato Roque González 800, Piso 19",105,2,3,,,argenprop,Misiones,1200000,False,11428.57,"(71.0, 300.0]",False
620000.0,0.0,"Beethoven 1600, Piso 7",109,2,2,,,argenprop,Misiones,620000,False,5688.07,"(71.0, 300.0]",False
1400000.0,0.0,"Ayacucho 1300, Piso 14",100,3,3,,4,argenprop,Misiones,1400000,True,14000.0,"(71.0, 300.0]",False
800000.0,0.0,"Ayacucho 1300, Piso 10",67,1,1,4,,argenprop,Misiones,800000,False,11940.3,"(53.5, 71.0]",True
800000.0,0.0,"López Torres 4800, Piso 12",71,1,1,,,argenprop,Misiones,800000,False,11267.61,"(53.5, 71.0]",False
600000.0,0.0,Pedro Mendez 2032,60,1,1,0,,argenprop,Misiones,600000,False,10000.0,"(53.5, 71.0]",True
400000.0,0.0,Ch. 32-33,70,2,1,0,,argenprop,Misiones,400000,False,5714.29,"(53.5, 71.0]",True
2400000.0,0.0,Colón 1300,300,5,5,,,argenprop,Misiones,2400000,False,8000.0,"(71.0, 300.0]",False
250000.0,0.0,Calle 168,50,1,1,,,argenprop,Misiones,250000,False,5000.0,"(42.0, 53.5]",False
