Precio,Expensas,Direccion,Superficie,Dormitorios,Banos,Antiguedad,Ambientes,Fuente,ciudad
450000,No disponible,Corrientes   1596,55  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Rosario
280000,No disponible,Bv. Oroño al 1400,No disponible,1 dorm.,1 baño,20 años,No disponible,argenprop,Rosario
550000,No disponible,Mitre 1000,No disponible,2 dorm.,2 baños,No disponible,2 ambientes,argenprop,Rosario
520000,63000,"Montevideo 1400, Piso 2",73  m² cubie.,3 dorm.,No disponible,50 años,No disponible,argenprop,Rosario
950000,No disponible,La Paz al 200,80  m² cubie.,2 dorm.,No disponible,14 años,No disponible,argenprop,Rosario
1800000,600000,"Wheelwright 1400, Piso 9",170  m² cubie.,4 dorm.,No disponible,15 años,No disponible,argenprop,Rosario
750000,50702,Cochabamba al 800,53  m² cubie.,2 dorm.,No disponible,13 años,No disponible,argenprop,Rosario
695000,No disponible,Moreno 100,No disponible,2 dorm.,1 baño,15 años,No disponible,argenprop,Rosario
350000,No disponible,Rodriguez 1315,35  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Rosario
270000,No disponible,Francia 700,No disponible,No disponible,1 baño,5 años,Monoam.,argenprop,Rosario
400000,No disponible,Brown 1932,40  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Rosario
430000,48000,"Doctor Luis Vila 700, Piso 02",35  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Rosario
280000,75000,BV. AVELLANEDA al 1200,32  m² cubie.,No disponible,1 baño,4 años,No disponible,argenprop,Rosario
400000,59000,1 de MAYO  al 1300,38  m² cubie.,1 dorm.,No disponible,18 años,No disponible,argenprop,Rosario
380000,45000,"Santiago 700, Piso 1",No disponible,1 dorm.,1 baño,10 años,No disponible,argenprop,Rosario
270000,No disponible,3 de Febrero 1800,No disponible,No disponible,1 baño,No disponible,Monoam.,argenprop,Rosario
310000,No disponible,"Juan manuel de rosas 1100, Piso 4",40  m² cubie.,1 dorm.,No disponible,20 años,No disponible,argenprop,Rosario
220000,No disponible,RIOJA 2800,No disponible,No disponible,No disponible,No disponible,Monoam.,argenprop,Rosario
550000,50000,"MAIPU 900, Piso 1",38  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Rosario
280000,50000,"San Lorenzo 1600, Piso 7",No disponible,No disponible,1 baño,No disponible,Monoam.,argenprop,Rosario
630000,80000,"TUCUMAN 1500, Piso 9",No disponible,1 dorm.,1 baño,8 años,No disponible,argenprop,Rosario
390000,65000,"Av. FRANCIA 700, Piso 10",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Rosario
660000,49000,Balcarce y Brown,45  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Rosario
320000,No disponible,"Moreno 300, Piso 4",No disponible,1 dorm.,1 baño,20 años,No disponible,argenprop,Rosario
295000,No disponible,9 de Julio 100,28  m² cubie.,No disponible,1 baño,5 años,No disponible,argenprop,Rosario
450000,No disponible,Rioja 2436,50  m² cubie.,1 dorm.,No disponible,4 años,No disponible,argenprop,Rosario
1050000,No disponible,"Pje Campichuelo 800, Piso 9",210  m² cubie.,4 dorm.,No disponible,20 años,No disponible,argenprop,Rosario
280000,40000,"Balcarce 1300, Piso 5",30  m² cubie.,No disponible,1 baño,No disponible,Monoam.,argenprop,Rosario
500000,70000,"Moreno 1100, Piso 6",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Rosario
260000,No disponible,Entre Rios A 1800,30  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,Rosario
280000,No disponible,"ITUIZANGO 1000, Piso 1",No disponible,1 dorm.,No disponible,No disponible,No disponible,argenprop,Rosario
330000,No disponible,"Santiago 1600, Piso 3",36  m² cubie.,No disponible,1 baño,No disponible,Monoam.,argenprop,Rosario
700000,No disponible,Campichuelo 600,42  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Bariloche
900000,No disponible,Onelli 100,No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Bariloche
750000,150000,Victoria Ocampo 100,45  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
550000,No disponible,Felipe laguna,30  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Bariloche
1153000,85950,Salta al 400,71  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Bariloche
1441250,200000,"Pinar del Lago, San Carlos de Bariloche",70  m² cubie.,2 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
1037700,120000,Bustillo al 3900.,50  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
950000,No disponible,Av. Bustillo al 4400,No disponible,2 dorm.,1 baño,25 años,No disponible,argenprop,Bariloche
750000,No disponible,Av. Bustillo al 4400,No disponible,1 dorm.,1 baño,25 años,No disponible,argenprop,Bariloche
864750,90000,"Barrio Belgrano, San Carlos de Bariloche",31  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
800000,No disponible,Suipacha 3500,50  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Bariloche
1153000,No disponible,"Centro, San Carlos de Bariloche",49  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
1950000,No disponible,"Quaglia , Piso 3",120  m² cubie.,4 dorm.,No disponible,30 años,No disponible,argenprop,Bariloche
900000,No disponible,Aime Paime 200,40  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Bariloche
1153000,85000,"Centro, San Carlos de Bariloche",60  m² cubie.,2 dorm.,No disponible,12 años,No disponible,argenprop,Bariloche
600000,No disponible,Tiscornia 1200,26  m² cubie.,No disponible,1 baño,4 años,No disponible,argenprop,Bariloche
1300000,No disponible,"Pasaje Gutierrez 700, Piso 1",No disponible,3 dorm.,2 baños,No disponible,4 ambientes,argenprop,Bariloche
1037700,No disponible,De Los Helechos  al 400,50  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
2000000,No disponible,Los Molles 1900,80  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Bariloche
800000,No disponible,María Furman 800,40  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Bariloche
750000,No disponible,Sarmiento 1700,35  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Bariloche
650000,No disponible,"Sarmiento 1700, Piso 1",35  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Bariloche
1153000,No disponible,Tronador  al 1700 - Departamento en Alquiler,43  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
691800,No disponible,Tronador  al 1700  Monoambiente Alquiler,20  m² cubie.,No disponible,1 baño,A Estrenar,No disponible,argenprop,Bariloche
800000,No disponible,"La Cumbre, San Carlos de Bariloche",44  m² cubie.,1 dorm.,No disponible,A Estrenar,No disponible,argenprop,Bariloche
700000,No disponible,"La Cumbre, San Carlos de Bariloche",35  m² cubie.,No disponible,1 baño,A Estrenar,No disponible,argenprop,Bariloche
922400,55000,"20 DE JUNIO 700, Piso 2",40  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Bariloche
800000,No disponible,"Escritores argentinos 200, Piso 0",40  m² cubie.,1 dorm.,No disponible,2025 años,No disponible,argenprop,Bariloche
750000,No disponible,"9 DE JULIO 400, Piso 0",53  m² cubie.,No disponible,1 baño,2025 años,No disponible,argenprop,Bariloche
922400,59000,Mitre 100,35  m² cubie.,1 dorm.,No disponible,52 años,No disponible,argenprop,Bariloche
74945,No disponible,Mitre 100,35  m² cubie.,1 dorm.,No disponible,52 años,No disponible,argenprop,Bariloche
1100000,60000,20 de Junio 700,40  m² cubie.,1 dorm.,No disponible,11 años,No disponible,argenprop,Bariloche
747500,No disponible,"9 de julio 400, Piso 0",45  m² cubie.,1 dorm.,No disponible,2025 años,No disponible,argenprop,Bariloche
690000,No disponible,"9 de julio 400, Piso 1",35  m² cubie.,1 dorm.,No disponible,2025 años,No disponible,argenprop,Bariloche
690000,No disponible,"9 de julio 400, Piso 0",85  m² cubie.,1 dorm.,No disponible,2025 años,No disponible,argenprop,Bariloche
54000,No disponible,Los Pehuenes 1600,20  m² cubie.,No disponible,1 baño,A Estrenar,No disponible,argenprop,Bariloche
1153000,90000,20 de Febrero 700,"61,20  m² cubie.",2 dorm.,No disponible,33 años,No disponible,argenprop,Bariloche
